[	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.8000000000000000e+01	5.8000000000000000e+01	5.8000000000000000e+01	5.8000000000000000e+01	]
[	1.8181818181818184e-02	2.7153890279290819e-09	5.2907361249185707e-11	-7.5386819603968689e-06	7.4831775355624370e-07	1.4581371581491120e-08	-4.0878702950361941e-04	3.2657851895839637e-07	-1.6758425272120539e-05	2.8586415612922449e-07	5.3952245702913704e-05	-2.7680840481109185e-03	4.7197842136655904e-05	5.8444351816686265e+01	5.8438713323211147e+01	5.8528245245855103e+01	5.8238762393617073e+01	]
[	3.6363636363636369e-02	8.7883950493275949e-08	1.7128992109998944e-09	4.8392908365711723e-07	1.2139703863442306e-05	2.3663750871742906e-07	1.7149354514098838e-03	2.6223632667769986e-06	-1.3450545047898394e-04	2.2912616090365897e-06	2.1690461893521951e-04	-1.1120928672973875e-02	1.8929361785942784e-04	5.8888703633372458e+01	5.8877426646422272e+01	5.9056490491710200e+01	5.8477524787234138e+01	]
[	5.4545454545454543e-02	6.7510502108135064e-07	1.3161978195618066e-08	7.0286404031999166e-05	6.2314108512785088e-05	1.2150889113811224e-06	6.3902264006187618e-03	8.8829439602880508e-06	-4.5544407287935115e-04	7.7469436037974292e-06	4.9052379853887584e-04	-2.5131423179108464e-02	4.2704071185308495e-04	5.9333055450058666e+01	5.9316139969633426e+01	5.9584735737565275e+01	5.8716287180851218e+01	]
[	7.2727272727272738e-02	2.8779373309153230e-06	5.6123271308019603e-08	2.4843498778383331e-04	1.9968236372253448e-04	3.8947746830327015e-06	1.3636113043559848e-02	2.1130888102132802e-05	-1.0831056884997704e-03	1.8393009523124481e-05	8.7652877644831819e-04	-4.4872457991995920e-02	7.6119253095201776e-04	5.9777407266744909e+01	5.9754853292844537e+01	6.0112980983420336e+01	5.8955049574468291e+01	]
[	9.0909090909090912e-02	8.8845266879563944e-06	1.7329527002804970e-07	5.8184068783914537e-04	4.9425780648490426e-04	9.6423637661793121e-06	2.3471522484801839e-02	4.1412365944293635e-05	-2.1223462036653856e-03	3.5973619779113010e-05	1.3767182112543012e-03	-7.0416921289354006e-02	1.1925024748978691e-03	6.0221759083431124e+01	6.0193566616055676e+01	6.0641226229275411e+01	5.9193811968085356e+01	]
[	1.0909090909090909e-01	2.2362186871055699e-05	4.3624557141007716e-07	1.1177522415841744e-03	1.0390133685330681e-03	2.0271984733287893e-05	3.5915146096923221e-02	7.1792276347434864e-05	-3.6793367772516481e-03	6.2229368319583549e-05	1.9929985771102664e-03	-1.0183769217816743e-01	1.7217238716085933e-03	6.0666110900117339e+01	6.0632279939266823e+01	6.1169471475130486e+01	5.9432574361702436e+01	]
[	1.2727272727272729e-01	4.8889120125360518e-05	9.5380897390113731e-07	1.9037631143913893e-03	1.9513175745020431e-03	3.8071258650049006e-05	5.0985216315186141e-02	1.1434868595574600e-04	-5.8615936267312225e-03	9.8887915451783108e-05	2.7274139728428832e-03	-1.3920766030689297e-01	2.3496101859504558e-03	6.1110462716803582e+01	6.1070993262477941e+01	6.1697716720985568e+01	5.9671336755319494e+01	]
[	1.4545454545454548e-01	9.6408935097488512e-05	1.8808808486101115e-06	2.9877839785539010e-03	3.3743380474758134e-03	6.5825145443714338e-05	6.8699146703681824e-02	1.7116449934941473e-04	-8.7779418102161676e-03	1.4765106554822714e-04	3.5821756309176406e-03	-1.8259970053214672e-01	3.0769147641761937e-03	6.1554814533489804e+01	6.1509706585689052e+01	6.2225961966840643e+01	5.9910099148936574e+01	]
[	1.6363636363636366e-01	1.7571748220736601e-04	3.4277587308652035e-06	4.4180428806449602e-03	5.4785812719933807e-03	1.0684039273396464e-04	8.9073024723647018e-02	2.4431913214179431e-04	-1.2538559625558544e-02	2.1018048808962359e-04	4.5596940027314440e-03	-2.3208670171661602e-01	3.9043911382400675e-03	6.1999166350175997e+01	6.1948419908900199e+01	6.2754207212695711e+01	6.0148861542553661e+01	]
