[	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5700000000000001e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	]
[	3.3333333333333333e-02	2.5550140174677206e-06	2.1985194041243926e-07	4.3452613108214237e-03	-8.0805140886957118e-04	1.4211936996938906e-02	-3.4466362790680309e-06	1.8390217457886355e-05	1.5580094719563846e+00	-1.6823705632453018e-03	-1.9303016442888793e-03	-8.0772407286183647e-04	1.3912430262253729e-03	3.1044693864843050e-04	2.2112420165471474e-05	2.6072308472448225e-01	-4.8484631849512724e-02	8.5271647196758582e-01	1.3785786825306967e-04	8.9773269801163454e-04	-7.1769844051884579e-01	-1.0176993993169191e-01	-1.1665620999796157e-01	-4.8445733228723552e-02	8.3405720972048000e-02	-1.6690682328527560e-05	]
[	6.6666666666666666e-02	5.7055961310802799e-05	3.5140284119025835e-06	1.7390563479789491e-02	-3.2320753605524920e-03	5.6847586843819381e-02	-1.1600543332908270e-04	1.4043935520568079e-05	1.5225404153424320e+00	-6.9648735101925921e-03	-7.9675069194687625e-03	-3.2277667627678983e-03	5.5436100207082104e-03	2.7917844204852407e-03	1.6538571115844855e-04	5.2206218604529575e-01	-9.6976462451774409e-02	1.7054357834414651e+00	2.7571573650613933e-04	-9.0695098356775362e-04	-1.4124762260161374e+00	-2.1416789208607184e-01	-2.4462388160127754e-01	-9.6792897131076902e-02	1.6580327568003864e-01	-3.3539753142687116e-05	]
[	1.0000000000000001e-01	2.1267587356270972e-04	1.2619601072734497e-05	3.9151530891426568e-02	-7.2719300170429836e-03	1.2790663679578540e-01	-4.4445716298944127e-04	-7.3781963472617040e-05	1.4641086251352233e+00	-1.6085603403926837e-02	-1.8366933161868441e-02	-7.2583604698042556e-03	1.2434082881097576e-02	8.5632235075640724e-03	4.8933503809426475e-04	7.8482043347746389e-01	-1.4547860079354638e-01	2.5581592661470580e+00	4.1357360475920894e-04	-6.6421826613754752e-03	-2.0735772341442678e+00	-3.4187885977559912e-01	-3.8942726747570150e-01	-1.4511459037154156e-01	2.4662440025328564e-01	-5.0621473298288916e-05	]
[	1.0000000000000001e-01	2.1267587356270972e-04	1.2619601072734497e-05	3.9151530891426568e-02	-7.2719300170429836e-03	1.2790663679578540e-01	-4.4445716298944127e-04	-7.3781963472617040e-05	1.4641086251352233e+00	-1.6085603403926837e-02	-1.8366933161868441e-02	-7.2583604698042556e-03	1.2434082881097576e-02	8.5632235075640724e-03	4.8933503809426475e-04	7.8482043347746389e-01	-1.4547860079354638e-01	2.5581592661470580e+00	4.1357360475920894e-04	-6.6421826613754752e-03	-2.0735772341442678e+00	-3.4187885977559912e-01	-3.8942726747570150e-01	-1.4511459037154156e-01	2.4662440025328564e-01	-5.0621473298288916e-05	]
[	1.3333333333333333e-01	9.7231921975832289e-04	6.6250455084044082e-05	7.0712365078975312e-02	-1.0698325280127747e-02	2.0946710055226839e-01	-1.1769039690687837e-03	-1.3335101997858823e-03	1.4002711373495180e+00	-2.8042502553646143e-02	-3.3880466847784868e-02	-1.0926500071177731e-02	2.2185439204819777e-02	4.1845135113927630e-02	3.2587366646838483e-03	1.1092530256315780e+00	-6.0250728365981714e-02	2.3356694076112592e+00	4.7957093036620689e-04	-7.0942862960613529e-02	-1.7480097207888223e+00	-3.7901385923156006e-01	-5.4652644946258577e-01	-7.7807167408320388e-02	3.3852129822925636e-01	-6.8088579764253603e-05	]
[	1.6666666666666669e-01	3.6703057420159257e-03	3.0142301278220134e-04	1.1315800995450181e-01	-1.1281160236544928e-02	2.8361080073809453e-01	-1.9451882485007951e-03	-4.9333041878234125e-03	1.3485051873737712e+00	-4.1597306734578961e-02	-5.5486900940784512e-02	-1.2825798910215829e-02	3.5001421897580536e-02	1.1011847083079937e-01	9.7784002933745829e-03	1.4365287482486186e+00	2.5014736301562698e-02	2.1131891564537084e+00	5.4556825597320494e-04	-1.4266120286690567e-01	-1.3736002608982101e+00	-4.2895568397261391e-01	-7.3960559275623450e-01	-3.0195023049528973e-02	4.3041749394915196e-01	-8.5985764683478509e-05	]
[	2.0000000000000001e-01	8.6814564099311070e-03	7.5838288543695774e-04	1.6652021004248752e-01	-9.0199581050665438e-03	3.5033853240231905e-01	-2.6716270880891911e-03	-1.0953592500288534e-02	1.3093469508637798e+00	-5.6899445031760247e-02	-8.3571873009782624e-02	-1.3170522605999001e-02	5.0882119148372353e-02	2.1364566773330768e-01	2.0039776192049791e-02	1.7665427545124832e+00	1.1031578366332138e-01	1.8907183038751856e+00	6.1156558158020284e-04	-2.1916079511272371e-01	-9.5562411305259420e-01	-4.8675156121519403e-01	-9.6845173801330342e-01	-1.9832732933831253e-03	5.2213229881667089e-01	-1.0432038934809343e-04	]
[	2.0000000000000001e-01	8.6814564099311070e-03	7.5838288543695774e-04	1.6652021004248752e-01	-9.0199581050665438e-03	3.5033853240231905e-01	-2.6716270880891911e-03	-1.0953592500288534e-02	1.3093469508637798e+00	-5.6899445031760247e-02	-8.3571873009782624e-02	-1.3170522605999001e-02	5.0882119148372353e-02	2.1364566773330768e-01	2.0039776192049791e-02	1.7665427545124832e+00	1.1031578366332138e-01	1.8907183038751856e+00	6.1156558158020284e-04	-2.1916079511272371e-01	-9.5562411305259420e-01	-4.8675156121519403e-01	-9.6845173801330342e-01	-1.9832732933831301e-03	5.2213229881667089e-01	-1.0432038934809343e-04	]
[	2.3333333333333334e-01	1.7696466846242789e-02	1.5585311394623888e-03	2.2851034648403851e-01	-7.4622608329266904e-03	3.8411207923451046e-01	-2.9244941021959519e-03	-1.7526906931740988e-02	1.3051880469685029e+00	-7.0257417200865147e-02	-1.1840435777449082e-01	-1.4866173913021471e-02	6.9529076166314888e-02	3.4423196112790211e-01	2.6578522418949847e-02	1.9446080978208673e+00	-1.7384663063502222e-02	1.3575124021168916e-01	8.2524539724630861e-04	-1.7982659289733638e-01	7.0607282599402854e-01	-3.1101254660774724e-01	-1.1251933790887647e+00	-9.5253337483441919e-02	5.9701021279856570e-01	-1.2295916888068007e-04	]
