[	4.0000000000000002e-01	7.8189985786213528e-03	-2.9759196687719447e-06	1.9310427216281023e-01	9.9925974768265632e-02	-6.3452208200084019e-05	1.2978937641078969e+00	-8.1136599798461919e-05	-6.9243599822508606e-02	2.6993839370118042e-03	2.6910310472797957e-04	-5.0335316927684426e-01	2.2322367757307972e-02	7.1758471348437865e+01	7.1759364857459687e+01	7.1462049947292158e+01	6.9654531898629600e+01	]
[	4.1818181818181821e-01	9.8097146768104816e-03	-4.3438251020731528e-06	2.1748000296223094e-01	1.1941849063518223e-01	-8.8082845917395147e-05	1.3827071046834942e+00	-1.0699890628766374e-04	-7.8765783724153826e-02	3.1265289536097688e-03	3.7537502989285642e-04	-5.4352935531420254e-01	2.4691047703497934e-02	7.1194702841105880e+01	7.1193233588080389e+01	7.0831981479608601e+01	6.9156767940663883e+01	]
[	4.3636363636363640e-01	1.2175130923207643e-02	-6.2211836804771463e-06	2.4335795901380336e-01	1.4115856976329685e-01	-1.1967285931680809e-04	1.4631409165908900e+00	-1.3806696712631781e-04	-8.8987879401830214e-02	3.5964368790885803e-03	5.5462080932788403e-04	-5.8035530959833392e-01	2.7040296821714750e-02	7.0630934333773880e+01	7.0627102318701091e+01	7.0201913011925029e+01	6.8659003982698138e+01	]
[	4.5454545454545453e-01	1.4956974494870061e-02	-8.7443335433088474e-06	2.7065847668408310e-01	1.6523518323409589e-01	-1.5927403105362277e-04	1.5391943715467908e+00	-1.7416498166219517e-04	-9.9849390893602841e-02	4.1086922241295150e-03	8.0657891693696035e-04	-6.1388001495294653e-01	2.9370025346690264e-02	7.0067165826441880e+01	7.0060971049321793e+01	6.9571844544241472e+01	6.8161240024732450e+01	]
[	4.7272727272727272e-01	1.8198245887522682e-02	-1.2067232700249050e-05	2.9930210123344558e-01	1.9171423902964477e-01	-2.0782968271688268e-04	1.6108648665326346e+00	-2.1516182272410391e-04	-1.1129088962642314e-01	4.6628538744252438e-03	1.1307961221520989e-03	-6.4415230225476294e-01	3.1680143784431763e-02	6.9503397319109865e+01	6.9494839779942509e+01	6.8941776076557900e+01	6.7663476066766719e+01	]
[	4.9090909090909091e-01	2.1943262588981036e-02	-1.6361377244420846e-05	3.2920874871312555e-01	2.2064035627738157e-01	-2.6619577184828277e-04	1.6781485457101282e+00	-2.6096189661229698e-04	-1.2325341677194146e-01	5.2584475305078940e-03	1.5266277996363470e-03	-6.7122134843387538e-01	3.3970561999723245e-02	6.8939628811777879e+01	6.8928708510563197e+01	6.8311707608874343e+01	6.7165712108801046e+01	]
[	5.0909090909090904e-01	2.6236610310834945e-02	-2.1811602220126203e-05	3.6029889451779928e-01	2.5203749194408565e-01	-3.3513768058538265e-04	1.7410409584594557e+00	-3.1149865450003013e-04	-1.3567937006668601e-01	5.8949707483766612e-03	1.9932543867995519e-03	-6.9513593644931893e-01	3.6241190572800702e-02	6.8375860304445879e+01	6.8362577241183899e+01	6.7681639141190786e+01	6.6667948150835343e+01	]
[	5.2727272727272723e-01	3.1123323531460339e-02	-2.8616734076536159e-05	3.9249259728123104e-01	2.8591070578399247e-01	-4.1534758966680464e-04	1.7995376319351064e+00	-3.6672586004741695e-04	-1.4851179123016078e-01	6.5718856680728492e-03	2.5296797984217397e-03	-7.1594505123281282e-01	3.8491939707371969e-02	6.7812091797113879e+01	6.7796445971804587e+01	6.7051570673507243e+01	6.6170184192869627e+01	]
[	5.4545454545454541e-01	3.6648354704437183e-02	-3.6987500890881320e-05	4.2570985629911196e-01	3.2224719681677061e-01	-5.0744571133662906e-04	1.8536347180185104e+00	-4.2661065771794500e-04	-1.6169462590735389e-01	7.2886202286317377e-03	3.1347406313052277e-03	-7.3369766379511892e-01	4.0722719626666050e-02	6.7248323289781908e+01	6.7230314702425275e+01	6.6421502205823700e+01	6.5672420234903910e+01	]
[	5.6363636363636360e-01	4.2856172003975623e-02	-4.7144770358029261e-05	4.5987079080505178e-01	3.6101765978865941e-01	-6.1198267691585839e-04	1.9033296166745088e+00	-4.9112655134271241e-04	-1.7517283193854066e-01	8.0445693058254723e-03	3.8071159401636733e-03	-7.4844263232748720e-01	4.2933440755144617e-02	6.6684554782449908e+01	6.6664183433045991e+01	6.5791433738140128e+01	6.5174656276938208e+01	]
[	5.8181818181818179e-01	4.9790602741374874e-02	-5.9318923690011147e-05	4.9489543705233835e-01	4.0217748379821255e-01	-7.2944317256673963e-04	1.9486215576505617e+00	-5.6024668196273035e-04	-1.8889221575733689e-01	8.8390934995471234e-03	4.5453305642735916e-03	-7.6022884366569221e-01	4.5124013459559208e-02	6.6120786275117922e+01	6.6098052163666665e+01	6.5161365270456571e+01	6.4676892318972506e+01	]
[	5.9999999999999998e-01	5.7494787674117788e-02	-7.3750060034019182e-05	5.3070335094740873e-01	4.4566744461191893e-01	-8.6024786045034950e-04	1.9895122118808053e+00	-6.3393725386100448e-04	-2.0279915298194198e-01	9.6715159759353277e-03	5.3477507288658341e-03	-7.6910548007824020e-01	4.7294347560119493e-02	6.5557017767785922e+01	6.5531920894287367e+01	6.4531296802773028e+01	6.4179128361006775e+01	]
[	5.9999999999999998e-01	5.7494787674117788e-02	-7.3750060034019182e-05	5.3070335094740873e-01	4.4566744461191893e-01	-8.6024786045034950e-04	1.9895122118808053e+00	-6.3393725386100448e-04	-2.0279915298194198e-01	9.6715159759353277e-03	5.3477507288658341e-03	-7.6910548007824020e-01	4.7294347560119493e-02	6.5557017767785922e+01	6.5531920894287367e+01	6.4531296802773028e+01	6.4179128361006775e+01	]
[	6.1818181818181817e-01	6.6009622093917072e-02	-9.0682077961300606e-05	5.6720951780481077e-01	4.9125467356344327e-01	-1.0042393269960690e-03	2.0252648678858649e+00	-7.1215122502265573e-04	-2.1683279693473176e-01	1.0540570729148014e-02	6.1931885061114007e-03	-7.7382855312345078e-01	4.9354784923976283e-02	6.4721210388346563e+01	6.4695424583838971e+01	6.3664100686480907e+01	6.3566919949172984e+01	]
[	6.3636363636363635e-01	7.5369861831483170e-02	-1.1034677647949395e-04	6.0431336796443502e-01	5.3866927784379082e-01	-1.1610506098188478e-03	2.0551736844611539e+00	-7.9478341180577749e-04	-2.3090416887899529e-01	1.1442929173226963e-02	7.0592678673571498e-03	-7.7320147703960440e-01	5.1218178494589761e-02	6.3885403008907197e+01	6.3858928273390553e+01	6.2796904570188758e+01	6.2954711537339193e+01	]
[	6.5454545454545454e-01	8.5607710891250188e-02	-1.3297895311386999e-04	6.4190837113885935e-01	5.8776869011498534e-01	-1.3306619221149227e-03	2.0792960319969063e+00	-8.8158363162630456e-04	-2.4491639678983640e-01	1.2374704370083511e-02	7.9422024903466025e-03	-7.6734898520632466e-01	5.2888353247242295e-02	6.3049595629467852e+01	6.3022431962942150e+01	6.1929708453896630e+01	6.2342503125505409e+01	]
[	6.7272727272727273e-01	9.6752656280843133e-02	-1.5881250635358632e-04	6.7988887930619168e-01	6.3839395302132795e-01	-1.5129326302998050e-03	2.0976969890040409e+00	-9.7214092983255386e-04	-2.5877469280895460e-01	1.3332081602824227e-02	8.8380594204909829e-03	-7.5639610786340306e-01	5.4369143111479022e-02	6.2213788250028500e+01	6.2185935652493733e+01	6.1062512337604502e+01	6.1730294713671618e+01	]
[	6.9090909090909092e-01	1.0883047894707623e-01	-1.8807151100219232e-04	7.1815324525226532e-01	6.9037751224635746e-01	-1.7075925594829307e-03	2.1104474823982105e+00	-1.0659026949778987e-03	-2.7238897726985772e-01	1.4311431004606941e-02	9.7429306342739982e-03	-7.4046458737417375e-01	5.5664281046108717e-02	6.1377980870589134e+01	6.1349439342045315e+01	6.0195316221312360e+01	6.1118086301837835e+01	]
[	7.0909090909090911e-01	1.2186422341163670e-01	-2.2097706444324753e-04	7.5659974224167192e-01	7.4353925178894376e-01	-1.9142237158938267e-03	2.1176270386417420e+00	-1.1621615334029224e-03	-2.8567009655140702e-01	1.5309161603699996e-02	1.0652824487026072e-02	-7.1967786899383424e-01	5.6777552070122847e-02	6.0542173491149768e+01	6.0512943031596897e+01	5.9328120105020218e+01	6.0505877890004044e+01	]
[	7.2727272727272729e-01	1.3587405685665774e-01	-2.5774691128972120e-04	7.9512542584475887e-01	7.9768547776302878e-01	-2.1322327526407951e-03	2.1193255763059482e+00	-1.2600380502392830e-03	-2.9852878925658888e-01	1.6321686338496486e-02	1.1563656317726958e-02	-6.9416281092029852e-01	5.7712845677347357e-02	5.9706366111710416e+01	5.9676446721148480e+01	5.8460923988728091e+01	5.9893669478170267e+01	]
[	7.4545454545454548e-01	1.5087587610488465e-01	-2.9857885435768060e-04	8.3363269940341034e-01	8.5262327682546257e-01	-2.3608841481944183e-03	2.1156376324391459e+00	-1.3585439311659345e-03	-3.1088125193907540e-01	1.7345651985804567e-02	1.2471548651670859e-02	-6.6404177576293633e-01	5.8473913358172473e-02	5.8870558732271071e+01	5.8839950410700062e+01	5.7593727872435956e+01	5.9281461066336483e+01	]
[	7.6363636363636367e-01	1.6688223881044340e-01	-3.4365801385236624e-04	8.7202477040504145e-01	9.0815405288660789e-01	-2.5992796956401166e-03	2.1066658332439250e+00	-1.4565568080214036e-03	-3.2264505419914258e-01	1.8377780191774516e-02	1.3372686153492378e-02	-6.2943833085674339e-01	5.9064543378794299e-02	5.8034751352831719e+01	5.8003454100251645e+01	5.6726531756143821e+01	5.8669252654502699e+01	]
[	7.8181818181818186e-01	1.8390209839615890e-01	-3.9315208722510807e-04	9.1020662764980842e-01	9.6407685021908052e-01	-2.8463657164049614e-03	2.0925198329372314e+00	-1.5528365432481918e-03	-3.3373988677247340e-01	1.9414902883130407e-02	1.4263385987679029e-02	-5.9047623113466907e-01	5.9488529597015859e-02	5.7198943973392367e+01	5.7166957789803227e+01	5.5859335639851686e+01	5.8057044242668908e+01	]
[	8.0000000000000004e-01	2.0194075705920106e-01	-4.4720636548921004e-04	9.4808685885038280e-01	1.0201937979628823e+00	-3.1009663025376700e-03	2.0733134566000735e+00	-1.6460646040855494e-03	-3.4408897983020204e-01	2.0454021565344933e-02	1.5140193086048156e-02	-5.4727709800764279e-01	5.9749600316874867e-02	5.6363136593953016e+01	5.6330461479354817e+01	5.4992139523559558e+01	5.7444835830835125e+01	]
[	8.0000000000000004e-01	2.0194075705920106e-01	-4.4720636548921004e-04	9.4808685885038280e-01	1.0201937979628823e+00	-3.1009663025376700e-03	2.0733134566000735e+00	-1.6460646040855494e-03	-3.4408897983020204e-01	2.0454021565344933e-02	1.5140193086048156e-02	-5.4727709800764279e-01	5.9749600316874867e-02	5.6363136593953016e+01	5.6330461479354817e+01	5.4992139523559558e+01	5.7444835830835125e+01	]
[	8.1818181818181823e-01	2.2100385151671198e-01	-5.0597016387760475e-04	9.8558044631185016e-01	1.0768789817685798e+00	-3.3644113298894177e-03	2.0507728885359580e+00	-1.7349269688150051e-03	-3.5361772080043141e-01	2.1491531852363691e-02	1.5941521505836876e-02	-5.0077266066680404e-01	5.9769918533827293e-02	5.6050993345730653e+01	5.6024250958847759e+01	5.4816483470265226e+01	5.7407429929215752e+01	]
[	8.3636363636363642e-01	2.4110715409800054e-01	-5.6962451358041552e-04	1.0226484354060950e+00	1.1345495695023100e+00	-3.6383499229604619e-03	2.0265691279547067e+00	-1.8188216800999577e-03	-3.6227767334630018e-01	2.2522420278330891e-02	1.6607392329686322e-02	-4.5181203078300691e-01	5.9470348936272246e-02	5.5738850097508305e+01	5.5718040438340708e+01	5.4640827416970900e+01	5.7370024027596379e+01	]
[	8.5454545454545461e-01	2.6226618180371419e-01	-6.3834181493172275e-04	1.0592624490617983e+00	1.1930531302326310e+00	-3.9218327621260299e-03	2.0007529620660631e+00	-1.8971862125164523e-03	-3.7002626182057696e-01	2.3541527956577848e-02	1.7136925922173994e-02	-4.0040455797578994e-01	5.8853016564026674e-02	5.5426706849285949e+01	5.5411829917833657e+01	5.4465171363676575e+01	5.7332618125977007e+01	]
[	8.7272727272727280e-01	2.8449447866930466e-01	-7.1228140190344124e-04	1.0953949823496947e+00	1.2522370807020120e+00	-4.2138882898605911e-03	1.9733779471501944e+00	-1.9693866836991334e-03	-3.7682138396231685e-01	2.4543816045740390e-02	1.7529518736372259e-02	-3.4655951482025160e-01	5.7920028482963667e-02	5.5114563601063601e+01	5.5105619397326599e+01	5.4289515310382242e+01	5.7295212224357641e+01	]
[	8.9090909090909087e-01	3.0780477671349621e-01	-7.9161598344003998e-04	1.1310129226819372e+00	1.3119057542796906e+00	-4.5132043894492704e-03	1.9445186765096194e+00	-2.0344752737472822e-03	-3.8261019807421165e-01	2.5523096257051538e-02	1.7785077164293648e-02	-2.9028859948330815e-01	5.6674042484183396e-02	5.4802420352841253e+01	5.4799408876819541e+01	5.4113859257087917e+01	5.7257806322738261e+01	]
[	9.0909090909090906e-01	3.3220274944791367e-01	-8.7644353193780443e-04	1.1660945352446856e+00	1.3719212097841231e+00	-4.8187940500884451e-03	1.9142313307243777e+00	-2.0917260459211062e-03	-3.8735621706211870e-01	2.6475177519626997e-02	1.7904060587895052e-02	-2.3159992940126192e-01	5.5116903267317725e-02	5.4490277104618905e+01	5.4493198356312483e+01	5.3938203203793591e+01	5.7220400421118896e+01	]
[	9.2727272727272725e-01	3.5769374546024535e-01	-9.6687024396905231e-04	1.2006145600297964e+00	1.4321185337916651e+00	-5.1294470910337921e-03	1.8825843580623702e+00	-2.1402613368171645e-03	-3.9101613799852364e-01	2.7395114933407343e-02	1.7887261505044945e-02	-1.7050315447841929e-01	5.3250804272506301e-02	5.4178133856396570e+01	5.4186987835805425e+01	5.3762547150499266e+01	5.7182994519499523e+01	]
[	9.4545454545454544e-01	3.8427946377685024e-01	-1.0629892593819669e-03	1.2345442227419969e+00	1.4922934435544728e+00	-5.4435614269017739e-03	1.8496665291842473e+00	-2.1789803575896593e-03	-3.9353741100411105e-01	2.8276998046301051e-02	1.7736514689007849e-02	-1.0701003919652143e-01	5.1078421599294446e-02	5.3865990608174222e+01	5.3880777315298374e+01	5.3586891097204941e+01	5.7145588617880151e+01	]
[	9.6363636363636362e-01	4.1195807163680997e-01	-1.1648363599054421e-03	1.2678664798276893e+00	1.5523139707064502e+00	-5.7600417676970817e-03	1.8155367635114987e+00	-2.2072014691678471e-03	-3.9488672855496298e-01	2.9117116517877750e-02	1.7453544934254463e-02	-4.1128069441215408e-02	4.8601459924517816e-02	5.3553847359951874e+01	5.3574566794791323e+01	5.3411235043910615e+01	5.7108182716260771e+01	]
[	9.8181818181818181e-01	4.4072569885967022e-01	-1.2724489145481215e-03	1.3005586413488266e+00	1.6119987997237006e+00	-6.0773573854171021e-03	1.7802764264914099e+00	-2.2240155575319050e-03	-3.9501862497791718e-01	2.9910415414046012e-02	1.7040981751972516e-02	2.7132523795038554e-02	4.5822250109986813e-02	5.3241704111729526e+01	5.3268356274284272e+01	5.3235578990616283e+01	5.7070776814641398e+01	]
[	1.0000000000000000e+00	4.7057345793191890e-01	-1.3858252951528744e-03	1.3325988176398431e+00	1.6711526519661866e+00	-6.3937766803506615e-03	1.7439740288053012e+00	-2.2285623343083843e-03	-3.9388518081085278e-01	3.0651589586410073e-02	1.6502579239969371e-02	9.7760914943888749e-02	4.2743262527267761e-02	5.2929560863507177e+01	5.2962145753777207e+01	5.3059922937321950e+01	5.7033370913022026e+01	]
[	1.0000000000000000e+00	4.7057345793191890e-01	-1.3858252951528744e-03	1.3325988176398431e+00	1.6711526519661866e+00	-6.3937766803506615e-03	1.7439740288053012e+00	-2.2285623343083843e-03	-3.9388518081085278e-01	3.0651589586410073e-02	1.6502579239969371e-02	9.7760914943888749e-02	4.2743262527267761e-02	5.2929560863507177e+01	5.2962145753777207e+01	5.3059922937321950e+01	5.7033370913022026e+01	]
[	1.0181818181818181e+00	5.0149161571049394e-01	-1.5049405832706661e-03	1.3639728758178109e+00	1.7297978919325383e+00	-6.7087768764643504e-03	1.7071723043274176e+00	-2.2202021608079782e-03	-3.9145528710155331e-01	3.1337152698216304e-02	1.5908283492153504e-02	1.6929213008493396e-01	3.9532159268386914e-02	5.2915118026472491e+01	5.2945844872558673e+01	5.3037484999113012e+01	5.6982804592950750e+01	]
[	1.0363636363636364e+00	5.3347146358076802e-01	-1.6297655646031876e-03	1.3946781133199870e+00	1.7879427298097765e+00	-7.0216637959011124e-03	1.6704149277787945e+00	-2.1983229663942784e-03	-3.8773042320781187e-01	3.1967082371651807e-02	1.5328179400873082e-02	2.4026753180105020e-01	3.6355238506736505e-02	5.2900675189437798e+01	5.2929543991340140e+01	5.3015047060904081e+01	5.6932238272879466e+01	]
[	1.0545454545454545e+00	5.6650323927185664e-01	-1.7602494887649972e-03	1.4247159230588535e+00	1.8454256890784906e+00	-7.3308437538150131e-03	1.6337658768975452e+00	-2.1625113169291190e-03	-3.8271953423090749e-01	3.2542145905859167e-02	1.4765566990106995e-02	3.1068775138166543e-01	3.3212468216934105e-02	5.2886232352403105e+01	5.2913243110121606e+01	5.2992609122695150e+01	5.6881671952808190e+01	]
[	1.0727272727272728e+00	6.0057405912421424e-01	-1.8963167891632086e-03	1.4540885916417965e+00	1.9020638354053356e+00	-7.6344632122378655e-03	1.5972961926450571e+00	-2.1123700039215711e-03	-3.7643277739372688e-01	3.3063195359618991e-02	1.4224141600128344e-02	3.8055350584703529e-01	3.0103812005451230e-02	5.2871789515368405e+01	5.2896942228903072e+01	5.2970171184486212e+01	5.6831105632736922e+01	]
